# Energy [eV], Time, ID Gap [mm], M2 Pitch [deg], G Pitch [deg], I0 [A] (KE6000), Is [A] (KE6000_2), Is/I0
477.600, 1781877313.025764, 29.7668, -3.0, -3.885685, 2.920887e-09, 4.345336e-10, 0.14876768598032036
477.700, 1781877314.08843, 29.7695, -3.0, -3.885509, 2.920675e-09, 4.329183e-10, 0.1482254273412824
477.800, 1781877315.176649, 29.7722, -3.0, -3.885332, 2.925633e-09, 4.321362e-10, 0.1477069065053614
477.900, 1781877316.229271, 29.7749, -3.0, -3.885155, 2.923669e-09, 4.30591e-10, 0.1472776158997479
478.000, 1781877317.364679, 29.7777, -3.0, -3.884979, 2.920562e-09, 4.278538e-10, 0.14649707830205283
478.100, 1781877318.441272, 29.7804, -3.0, -3.884802, 2.924572e-09, 4.265464e-10, 0.14584917040852471
478.200, 1781877319.534432, 29.7831, -3.0, -3.884625, 2.927131e-09, 4.24391e-10, 0.14498531155592284
478.300, 1781877320.581255, 29.7858, -3.0, -3.88445, 2.930322e-09, 4.213757e-10, 0.14379842897811232
478.400, 1781877321.721347, 29.7885, -3.0, -3.884274, 2.93008e-09, 4.181928e-10, 0.14272402118713481
478.500, 1781877322.780154, 29.7912, -3.0, -3.884097, 2.930699e-09, 4.149042e-10, 0.14157175472472608
478.600, 1781877323.850294, 29.794, -3.0, -3.883922, 2.933827e-09, 4.119495e-10, 0.1404136985582313
478.700, 1781877324.911686, 29.7967, -3.0, -3.883745, 2.939995e-09, 4.093507e-10, 0.13923516876729383
478.800, 1781877326.069238, 29.7994, -3.0, -3.88357, 2.939089e-09, 4.053866e-10, 0.13792933796832962
478.900, 1781877327.243902, 29.8021, -3.0, -3.883394, 2.941633e-09, 4.021899e-10, 0.13672334380257498
479.000, 1781877328.332556, 29.8048, -3.0, -3.883219, 2.942531e-09, 3.984828e-10, 0.13542178485120462
479.100, 1781877329.403577, 29.8075, -3.0, -3.883044, 2.944336e-09, 3.957012e-10, 0.13439403655017634
479.200, 1781877330.460743, 29.8102, -3.0, -3.882867, 2.94595e-09, 3.928051e-10, 0.13333732751743918
479.300, 1781877331.595485, 29.813, -3.0, -3.882692, 2.946295e-09, 3.893877e-10, 0.13216181679023994
479.400, 1781877332.663392, 29.8157, -3.0, -3.882517, 2.953191e-09, 3.873253e-10, 0.13115484233833843
479.500, 1781877333.773701, 29.8184, -3.0, -3.882342, 2.951364e-09, 3.844395e-10, 0.13025824669542624
479.600, 1781877334.841419, 29.8211, -3.0, -3.882166, 2.95174e-09, 3.819087e-10, 0.12938426148644527
479.700, 1781877335.981089, 29.8238, -3.0, -3.881991, 2.954622e-09, 3.8028e-10, 0.12870681934948022
479.800, 1781877337.159219, 29.8265, -3.0, -3.881816, 2.953913e-09, 3.777847e-10, 0.12789296773466247
479.900, 1781877338.22504, 29.8292, -3.0, -3.881641, 2.953409e-09, 3.758107e-10, 0.12724641253548016
480.000, 1781877339.305026, 29.8319, -3.0, -3.881466, 2.955609e-09, 3.745401e-10, 0.12672180251176662
