# Energy [eV], Time, ID Gap [mm], M2 Pitch [deg], G Pitch [deg], I0 [A] (KE6000), Is [A] (KE6000_2), Is/I0
452.700, 1781958554.432967, 29.0797, -3.0, -3.93209, 1.548098e-09, 1.502407e-10, 0.09704857186043778
452.800, 1781958555.751566, 29.0825, -3.0, -3.931892, 1.551359e-09, 1.507319e-10, 0.09716119866517034
452.900, 1781958556.937177, 29.0854, -3.0, -3.931697, 1.552678e-09, 1.505744e-10, 0.09697722257931136
453.000, 1781958558.169339, 29.0882, -3.0, -3.9315, 1.552257e-09, 1.505556e-10, 0.09699141314872471
453.100, 1781958559.417155, 29.091, -3.0, -3.931304, 1.554695e-09, 1.509272e-10, 0.09707833369246058
453.200, 1781958560.659419, 29.0938, -3.0, -3.931107, 1.555336e-09, 1.509997e-10, 0.0970849385598996
453.300, 1781958561.752685, 29.0966, -3.0, -3.930911, 1.556677e-09, 1.507556e-10, 0.09684449632133063
453.400, 1781958562.880254, 29.0994, -3.0, -3.930714, 1.557643e-09, 1.511196e-10, 0.09701812289465558
453.500, 1781958564.006144, 29.1021, -3.0, -3.930519, 1.558343e-09, 1.513603e-10, 0.09712900176662007
453.600, 1781958565.087093, 29.1049, -3.0, -3.930323, 1.558162e-09, 1.512028e-10, 0.09703920388252313
453.700, 1781958566.327474, 29.1077, -3.0, -3.930126, 1.558449e-09, 1.499549e-10, 0.09622060137996175
453.800, 1781958567.478695, 29.1105, -3.0, -3.929932, 1.560018e-09, 1.515279e-10, 0.0971321484752099
453.900, 1781958568.711474, 29.1133, -3.0, -3.929735, 1.559945e-09, 1.51569e-10, 0.0971630410046508
454.000, 1781958569.94035, 29.1161, -3.0, -3.92954, 1.560288e-09, 1.515414e-10, 0.09712399249369348
454.100, 1781958571.039172, 29.1189, -3.0, -3.929346, 1.563541e-09, 1.520516e-10, 0.09724823333702154
454.200, 1781958572.215686, 29.1217, -3.0, -3.929149, 1.565405e-09, 1.532325e-10, 0.09788680884499538
454.300, 1781958573.410917, 29.1245, -3.0, -3.928954, 1.566511e-09, 1.524949e-10, 0.09734684276075942
454.400, 1781958574.60072, 29.1273, -3.0, -3.92876, 1.567526e-09, 1.528311e-10, 0.09749828710975128
454.500, 1781958575.705462, 29.1301, -3.0, -3.928565, 1.567395e-09, 1.529472e-10, 0.09758050778521049
454.600, 1781958576.888489, 29.1329, -3.0, -3.928368, 1.568486e-09, 1.531295e-10, 0.0976288599324444
454.700, 1781958578.138977, 29.1357, -3.0, -3.928174, 1.57199e-09, 1.535759e-10, 0.09769521434614724
454.800, 1781958579.382384, 29.1385, -3.0, -3.927979, 1.573085e-09, 1.540467e-10, 0.09792649475393891
454.900, 1781958580.64238, 29.1413, -3.0, -3.927784, 1.573909e-09, 1.544492e-10, 0.0981309592867186
455.000, 1781958581.674987, 29.1441, -3.0, -3.927589, 1.573599e-09, 1.542273e-10, 0.09800927682338387
455.100, 1781958582.806812, 29.1469, -3.0, -3.927395, 1.573986e-09, 1.546647e-10, 0.09826307222554712
455.200, 1781958583.942514, 29.1497, -3.0, -3.9272, 1.577367e-09, 1.550358e-10, 0.09828771617511968
455.300, 1781958585.014422, 29.1525, -3.0, -3.927007, 1.578519e-09, 1.56142e-10, 0.09891676945288591
455.400, 1781958586.228027, 29.1553, -3.0, -3.926812, 1.579674e-09, 1.562974e-10, 0.09894281984763945
455.500, 1781958587.394409, 29.1581, -3.0, -3.926618, 1.577982e-09, 1.576203e-10, 0.09988726107141907
455.600, 1781958588.622491, 29.1608, -3.0, -3.926423, 1.578703e-09, 1.588989e-10, 0.10065154750450211
455.700, 1781958589.861358, 29.1636, -3.0, -3.92623, 1.580225e-09, 1.609905e-10, 0.1018782135455394
455.800, 1781958591.09657, 29.1664, -3.0, -3.926035, 1.582671e-09, 1.646777e-10, 0.10405049438575674
455.900, 1781958592.199302, 29.1692, -3.0, -3.925842, 1.579593e-09, 1.702454e-10, 0.10777801623582782
456.000, 1781958593.342987, 29.172, -3.0, -3.925647, 1.584002e-09, 1.791623e-10, 0.113107369813927
456.100, 1781958594.498666, 29.1748, -3.0, -3.925455, 1.582683e-09, 1.883257e-10, 0.11899142152913755
456.200, 1781958595.661064, 29.1776, -3.0, -3.92526, 1.584309e-09, 1.938005e-10, 0.1223249378751241
456.300, 1781958596.798916, 29.1804, -3.0, -3.925067, 1.588322e-09, 1.891837e-10, 0.11910916048509056
456.400, 1781958598.020846, 29.1832, -3.0, -3.924874, 1.589242e-09, 1.864475e-10, 0.1173185078169341
456.500, 1781958599.190869, 29.186, -3.0, -3.924679, 1.588835e-09, 1.895028e-10, 0.11927154172711453
456.600, 1781958600.419421, 29.1887, -3.0, -3.924486, 1.591148e-09, 1.976634e-10, 0.12422691038168668
456.700, 1781958601.6514, 29.1915, -3.0, -3.924293, 1.589886e-09, 2.101315e-10, 0.1321676522719239
456.800, 1781958602.752164, 29.1943, -3.0, -3.9241, 1.588595e-09, 2.254407e-10, 0.1419120040035377
456.900, 1781958603.92318, 29.1971, -3.0, -3.923907, 1.59287e-09, 2.303708e-10, 0.14462624068505278
457.000, 1781958605.037073, 29.1999, -3.0, -3.923715, 1.594965e-09, 2.295685e-10, 0.1439332524538156
457.100, 1781958606.196383, 29.2027, -3.0, -3.923522, 1.59745e-09, 2.392516e-10, 0.14977094744749445
457.200, 1781958607.343583, 29.2055, -3.0, -3.923329, 1.595528e-09, 2.575628e-10, 0.16142794109536154
457.300, 1781958608.567598, 29.2082, -3.0, -3.923136, 1.596481e-09, 2.909667e-10, 0.18225503466687046
457.400, 1781958609.799965, 29.211, -3.0, -3.922943, 1.597924e-09, 3.538601e-10, 0.2214498937371239
457.500, 1781958611.021812, 29.2138, -3.0, -3.92275, 1.599169e-09, 4.53373e-10, 0.2835053706018563
457.600, 1781958612.188706, 29.2166, -3.0, -3.922559, 1.602847e-09, 5.887855e-10, 0.3673373066799264
457.700, 1781958613.217399, 29.2194, -3.0, -3.922366, 1.604124e-09, 6.885978e-10, 0.4292671888208143
457.800, 1781958614.439639, 29.2222, -3.0, -3.922173, 1.604597e-09, 6.500547e-10, 0.4051202264493826
457.900, 1781958615.569105, 29.225, -3.0, -3.921982, 1.605045e-09, 5.056701e-10, 0.3150504191471267
458.000, 1781958616.732514, 29.2277, -3.0, -3.921789, 1.606191e-09, 3.85523e-10, 0.2400231354801515
458.100, 1781958617.873064, 29.2305, -3.0, -3.921598, 1.605724e-09, 3.251305e-10, 0.2024821824921344
458.200, 1781958619.114335, 29.2333, -3.0, -3.921405, 1.607471e-09, 2.980524e-10, 0.18541696864204704
458.300, 1781958620.303521, 29.2361, -3.0, -3.921214, 1.608249e-09, 2.885379e-10, 0.17941121057746656
458.400, 1781958621.384839, 29.2389, -3.0, -3.921021, 1.610918e-09, 2.88041e-10, 0.17880550096280504
458.500, 1781958622.508183, 29.2416, -3.0, -3.92083, 1.610452e-09, 2.935571e-10, 0.18228242754208138
458.600, 1781958623.620553, 29.2444, -3.0, -3.920638, 1.611558e-09, 3.065309e-10, 0.19020779891260509
458.700, 1781958624.759642, 29.2472, -3.0, -3.920447, 1.612963e-09, 3.211272e-10, 0.1990914856695411
458.800, 1781958626.011251, 29.25, -3.0, -3.920254, 1.614952e-09, 3.397577e-10, 0.2103825376853306
458.900, 1781958627.147475, 29.2528, -3.0, -3.920063, 1.613315e-09, 3.645037e-10, 0.22593461289332833
459.000, 1781958628.402176, 29.2556, -3.0, -3.919872, 1.615653e-09, 3.94446e-10, 0.244140294976706
459.100, 1781958629.489595, 29.2583, -3.0, -3.919681, 1.619434e-09, 4.262489e-10, 0.2632085654617601
459.200, 1781958630.580541, 29.2611, -3.0, -3.91949, 1.619363e-09, 4.53395e-10, 0.27998354908689405
459.300, 1781958631.735519, 29.2639, -3.0, -3.919299, 1.625882e-09, 4.860324e-10, 0.29893460903066765
459.400, 1781958632.829232, 29.2667, -3.0, -3.919108, 1.624611e-09, 5.167298e-10, 0.3180637087893656
459.500, 1781958634.014571, 29.2694, -3.0, -3.918916, 1.625696e-09, 5.385869e-10, 0.3312961955986851
459.600, 1781958635.089633, 29.2722, -3.0, -3.918727, 1.625844e-09, 5.543264e-10, 0.3409468559099151
459.700, 1781958636.245888, 29.275, -3.0, -3.918536, 1.626142e-09, 5.666709e-10, 0.34847565587753104
459.800, 1781958637.314776, 29.2778, -3.0, -3.918345, 1.627157e-09, 5.751688e-10, 0.35348082575928447
459.900, 1781958638.463512, 29.2806, -3.0, -3.918154, 1.628953e-09, 5.827478e-10, 0.3577437777517215
460.000, 1781958639.663332, 29.2833, -3.0, -3.917964, 1.631538e-09, 5.887875e-10, 0.36087881495864643
460.100, 1781958640.748053, 29.2861, -3.0, -3.917773, 1.629386e-09, 5.884628e-10, 0.361156165574026
460.200, 1781958641.859245, 29.2889, -3.0, -3.917584, 1.630259e-09, 5.893142e-10, 0.36148501557114543
460.300, 1781958642.889913, 29.2917, -3.0, -3.917393, 1.629272e-09, 5.814639e-10, 0.35688571337382585
460.400, 1781958644.101743, 29.2944, -3.0, -3.917204, 1.631852e-09, 5.736875e-10, 0.35155608474297917
460.500, 1781958645.305583, 29.2972, -3.0, -3.917012, 1.631003e-09, 5.587688e-10, 0.3425921350236633
460.600, 1781958646.419435, 29.3, -3.0, -3.916823, 1.632581e-09, 5.414092e-10, 0.3316277722207964
460.700, 1781958647.59843, 29.3028, -3.0, -3.916634, 1.633015e-09, 5.141196e-10, 0.31482846146544885
460.800, 1781958648.802768, 29.3055, -3.0, -3.916443, 1.635608e-09, 4.766433e-10, 0.29141658637032836
460.900, 1781958649.902348, 29.3083, -3.0, -3.916253, 1.63877e-09, 4.381306e-10, 0.26735331986794975
461.000, 1781958651.034083, 29.3111, -3.0, -3.916064, 1.638161e-09, 3.990894e-10, 0.24362037675173562
461.100, 1781958652.269527, 29.3138, -3.0, -3.915875, 1.636898e-09, 3.724879e-10, 0.22755718438167802
461.200, 1781958653.521117, 29.3166, -3.0, -3.915685, 1.637248e-09, 3.467137e-10, 0.21176614660698925
461.300, 1781958654.710112, 29.3194, -3.0, -3.915496, 1.637098e-09, 3.284936e-10, 0.20065603891764572
461.400, 1781958655.81782, 29.3222, -3.0, -3.915307, 1.637188e-09, 3.162884e-10, 0.19319003071119506
461.500, 1781958656.925601, 29.3249, -3.0, -3.915117, 1.641216e-09, 3.124611e-10, 0.1903838982802995
461.600, 1781958658.071902, 29.3277, -3.0, -3.914928, 1.639954e-09, 3.096658e-10, 0.18882590609248795
461.700, 1781958659.228892, 29.3305, -3.0, -3.914739, 1.641576e-09, 3.116588e-10, 0.189853409162902
461.800, 1781958660.384573, 29.3332, -3.0, -3.914549, 1.639812e-09, 3.17958e-10, 0.19389905672113633
461.900, 1781958661.560993, 29.336, -3.0, -3.91436, 1.641657e-09, 3.273317e-10, 0.19939104209953726
462.000, 1781958662.849832, 29.3388, -3.0, -3.914173, 1.641777e-09, 3.402497e-10, 0.20724477197573118
462.100, 1781958664.094634, 29.3416, -3.0, -3.913983, 1.644327e-09, 3.572518e-10, 0.2172632329214323
462.200, 1781958665.312792, 29.3443, -3.0, -3.913794, 1.64334e-09, 3.766782e-10, 0.22921501332651792
462.300, 1781958666.386916, 29.3471, -3.0, -3.913606, 1.644845e-09, 4.023779e-10, 0.24462967635248306
462.400, 1781958667.489921, 29.3499, -3.0, -3.913417, 1.645726e-09, 4.333144e-10, 0.26329680639426
462.500, 1781958668.59052, 29.3526, -3.0, -3.91323, 1.644724e-09, 4.678087e-10, 0.2844299104287406
462.600, 1781958669.747715, 29.3554, -3.0, -3.91304, 1.647076e-09, 5.129984e-10, 0.31146006620216676
462.700, 1781958670.92271, 29.3582, -3.0, -3.912853, 1.648898e-09, 5.626742e-10, 0.3412425753442602
462.800, 1781958672.024696, 29.3609, -3.0, -3.912665, 1.645107e-09, 6.084724e-10, 0.36986797819229994
462.900, 1781958673.152135, 29.3637, -3.0, -3.912476, 1.646385e-09, 6.477799e-10, 0.393455904906811
463.000, 1781958674.35951, 29.3665, -3.0, -3.912288, 1.649654e-09, 6.759466e-10, 0.409750529504975
463.100, 1781958675.54264, 29.3692, -3.0, -3.912101, 1.649566e-09, 6.808179e-10, 0.41272546839592955
463.200, 1781958676.670773, 29.372, -3.0, -3.911913, 1.651256e-09, 6.596204e-10, 0.3994658611384304
463.300, 1781958677.869511, 29.3748, -3.0, -3.911724, 1.648497e-09, 6.312139e-10, 0.3829026683093752
463.400, 1781958679.119548, 29.3775, -3.0, -3.911536, 1.649792e-09, 5.956967e-10, 0.36107382021491197
463.500, 1781958680.314558, 29.3803, -3.0, -3.911349, 1.650903e-09, 5.598495e-10, 0.33911713771190677
463.600, 1781958681.558314, 29.383, -3.0, -3.911161, 1.651026e-09, 5.329283e-10, 0.32278613419776553
463.700, 1781958682.793643, 29.3858, -3.0, -3.910974, 1.654624e-09, 5.110662e-10, 0.30887150192430424
463.800, 1781958684.043124, 29.3886, -3.0, -3.910786, 1.655037e-09, 5.018735e-10, 0.3032400484097939
463.900, 1781958685.295059, 29.3913, -3.0, -3.910601, 1.655398e-09, 4.973818e-10, 0.3004605538970085
464.000, 1781958686.533827, 29.3941, -3.0, -3.910413, 1.65636e-09, 5.003422e-10, 0.30207334154410875
464.100, 1781958687.629265, 29.3969, -3.0, -3.910226, 1.655928e-09, 5.08662e-10, 0.3071763989738684
464.200, 1781958688.765867, 29.3996, -3.0, -3.910038, 1.659538e-09, 5.262124e-10, 0.3170836702744981
464.300, 1781958689.865115, 29.4024, -3.0, -3.909852, 1.658814e-09, 5.461205e-10, 0.3292234692979442
464.400, 1781958690.998215, 29.4051, -3.0, -3.909665, 1.660824e-09, 5.688451e-10, 0.3425077551865821
464.500, 1781958692.182195, 29.4079, -3.0, -3.909477, 1.658768e-09, 5.93474e-10, 0.35777999093302976
464.600, 1781958693.279516, 29.4107, -3.0, -3.909292, 1.661214e-09, 6.241809e-10, 0.37573780379890853
464.700, 1781958694.445553, 29.4134, -3.0, -3.909104, 1.660838e-09, 6.522509e-10, 0.392723974282862
464.800, 1781958695.681532, 29.4162, -3.0, -3.908918, 1.663104e-09, 6.831139e-10, 0.4107463514007543
464.900, 1781958696.73587, 29.4189, -3.0, -3.908731, 1.663118e-09, 7.111993e-10, 0.4276300899876016
465.000, 1781958697.891753, 29.4217, -3.0, -3.908545, 1.662885e-09, 7.346854e-10, 0.44181371532006114
465.100, 1781958699.154977, 29.4245, -3.0, -3.908359, 1.665669e-09, 7.539351e-10, 0.45263200551850336
465.200, 1781958700.342735, 29.4272, -3.0, -3.908172, 1.667363e-09, 7.610361e-10, 0.4564309631435986
465.300, 1781958701.574053, 29.43, -3.0, -3.907986, 1.666825e-09, 7.599192e-10, 0.45590820872017157
465.400, 1781958702.711587, 29.4327, -3.0, -3.9078, 1.666989e-09, 7.554981e-10, 0.4532112089521887
465.500, 1781958703.946701, 29.4355, -3.0, -3.907615, 1.669031e-09, 7.422427e-10, 0.444714747658971
465.600, 1781958705.066642, 29.4383, -3.0, -3.907429, 1.668122e-09, 7.229836e-10, 0.43341170489928194
465.700, 1781958706.218618, 29.441, -3.0, -3.907243, 1.669209e-09, 7.049147e-10, 0.4223046365074715
465.800, 1781958707.350998, 29.4438, -3.0, -3.907058, 1.671646e-09, 6.784862e-10, 0.4058791155543698
465.900, 1781958708.577125, 29.4465, -3.0, -3.906872, 1.669636e-09, 6.490642e-10, 0.38874593025066545
466.000, 1781958709.752544, 29.4493, -3.0, -3.906686, 1.668616e-09, 6.201248e-10, 0.37164020961083916
466.100, 1781958710.860905, 29.452, -3.0, -3.9065, 1.671286e-09, 5.871482e-10, 0.3513152147507967
466.200, 1781958711.995562, 29.4548, -3.0, -3.906315, 1.668982e-09, 5.523357e-10, 0.33094167582394535
466.300, 1781958713.094212, 29.4575, -3.0, -3.906129, 1.670778e-09, 5.231768e-10, 0.3131336419320819
466.400, 1781958714.247697, 29.4603, -3.0, -3.905943, 1.672807e-09, 4.963979e-10, 0.2967454703381801
466.500, 1781958715.401704, 29.4631, -3.0, -3.905759, 1.672977e-09, 4.651775e-10, 0.27805373295628094
466.600, 1781958716.647887, 29.4658, -3.0, -3.905574, 1.672458e-09, 4.381126e-10, 0.2619573107366523
466.700, 1781958717.740097, 29.4686, -3.0, -3.90539, 1.673755e-09, 4.161947e-10, 0.24865927211569194
466.800, 1781958718.828801, 29.4713, -3.0, -3.905204, 1.673151e-09, 3.916618e-10, 0.2340863436713124
466.900, 1781958719.901876, 29.4741, -3.0, -3.905018, 1.675638e-09, 3.734663e-10, 0.22288006120653747
467.000, 1781958721.079367, 29.4768, -3.0, -3.904834, 1.677283e-09, 3.566706e-10, 0.21264783581542293
467.100, 1781958722.28564, 29.4796, -3.0, -3.904649, 1.68049e-09, 3.453234e-10, 0.2054897083588715
467.200, 1781958723.542736, 29.4823, -3.0, -3.904465, 1.679078e-09, 3.332532e-10, 0.19847392437992756
467.300, 1781958724.639378, 29.4851, -3.0, -3.904281, 1.677323e-09, 3.227102e-10, 0.19239597859207794
467.400, 1781958725.799867, 29.4878, -3.0, -3.904095, 1.678456e-09, 3.139064e-10, 0.18702092875833504
467.500, 1781958726.909221, 29.4906, -3.0, -3.903911, 1.680316e-09, 3.064586e-10, 0.18238152823635556
467.600, 1781958728.047451, 29.4933, -3.0, -3.903727, 1.678827e-09, 3.00189e-10, 0.1788087754128329
467.700, 1781958729.198903, 29.4961, -3.0, -3.903543, 1.682691e-09, 2.965208e-10, 0.17621821237529647
467.800, 1781958730.437462, 29.4988, -3.0, -3.903359, 1.681498e-09, 2.904148e-10, 0.17271195089140756
467.900, 1781958731.546031, 29.5016, -3.0, -3.903174, 1.680381e-09, 2.866417e-10, 0.17058137410503926
468.000, 1781958732.687999, 29.5043, -3.0, -3.90299, 1.680645e-09, 2.834487e-10, 0.16865471292271716
468.100, 1781958733.721356, 29.5071, -3.0, -3.902806, 1.683369e-09, 2.804093e-10, 0.1665762527407835
468.200, 1781958734.902867, 29.5098, -3.0, -3.902622, 1.682364e-09, 2.786371e-10, 0.16562236234251326
468.300, 1781958736.167814, 29.5126, -3.0, -3.90244, 1.683328e-09, 2.757236e-10, 0.16379671697969736
468.400, 1781958737.242209, 29.5153, -3.0, -3.902256, 1.683774e-09, 2.739637e-10, 0.16270811878553773
468.500, 1781958738.395675, 29.5181, -3.0, -3.902072, 1.684518e-09, 2.71886e-10, 0.1614028463928554
468.600, 1781958739.541732, 29.5208, -3.0, -3.901888, 1.686384e-09, 2.708118e-10, 0.16058726838015544
468.700, 1781958740.618933, 29.5236, -3.0, -3.901704, 1.685532e-09, 2.700123e-10, 0.1601941108207972
468.800, 1781958741.88678, 29.5263, -3.0, -3.901522, 1.688694e-09, 2.696224e-10, 0.15966326640587342
468.900, 1781958743.099592, 29.5291, -3.0, -3.901338, 1.689438e-09, 2.681907e-10, 0.15874551182109078
469.000, 1781958744.363454, 29.5318, -3.0, -3.901154, 1.689549e-09, 2.687095e-10, 0.15904214675040498
469.100, 1781958745.564684, 29.5346, -3.0, -3.900972, 1.68957e-09, 2.675635e-10, 0.15836189089531655
469.200, 1781958746.82273, 29.5373, -3.0, -3.900788, 1.69171e-09, 2.68065e-10, 0.15845800994260245
469.300, 1781958748.060224, 29.54, -3.0, -3.900606, 1.691334e-09, 2.681029e-10, 0.15851564504704568
469.400, 1781958749.192549, 29.5428, -3.0, -3.900422, 1.694864e-09, 2.676449e-10, 0.15791526635765465
469.500, 1781958750.278133, 29.5455, -3.0, -3.90024, 1.695355e-09, 2.706947e-10, 0.1596684470214203
469.600, 1781958751.389095, 29.5483, -3.0, -3.900058, 1.696763e-09, 2.701901e-10, 0.15923856189697677
469.700, 1781958752.531569, 29.551, -3.0, -3.899874, 1.695707e-09, 2.696708e-10, 0.15903148362305516
469.800, 1781958753.790771, 29.5538, -3.0, -3.899692, 1.696858e-09, 2.707108e-10, 0.15953650806372718
469.900, 1781958755.042771, 29.5565, -3.0, -3.89951, 1.701509e-09, 2.72206e-10, 0.15997917142959572
470.000, 1781958756.263731, 29.5593, -3.0, -3.899328, 1.699079e-09, 2.713803e-10, 0.15972200233185155
470.100, 1781958757.542564, 29.562, -3.0, -3.899144, 1.699009e-09, 2.71937e-10, 0.16005624455197118
470.200, 1781958758.732674, 29.5647, -3.0, -3.898962, 1.701168e-09, 2.721301e-10, 0.15996662293200906
470.300, 1781958759.985291, 29.5675, -3.0, -3.898779, 1.703486e-09, 2.722224e-10, 0.15980313310470412
470.400, 1781958761.236156, 29.5702, -3.0, -3.898597, 1.703545e-09, 2.718011e-10, 0.15955029071729834
470.500, 1781958762.486515, 29.573, -3.0, -3.898415, 1.70469e-09, 2.712066e-10, 0.15909438079650845
470.600, 1781958763.566043, 29.5757, -3.0, -3.898233, 1.701113e-09, 2.693655e-10, 0.15834662365169155
470.700, 1781958764.723284, 29.5784, -3.0, -3.898051, 1.704954e-09, 2.690032e-10, 0.15777739458073356
470.800, 1781958765.815213, 29.5812, -3.0, -3.897871, 1.701698e-09, 2.66683e-10, 0.15671582149123992
470.900, 1781958766.942836, 29.5839, -3.0, -3.897689, 1.705539e-09, 2.664334e-10, 0.15621653917031506
471.000, 1781958768.14971, 29.5867, -3.0, -3.897506, 1.706895e-09, 2.650859e-10, 0.1553029916895884
471.100, 1781958769.189284, 29.5894, -3.0, -3.897324, 1.707744e-09, 2.63106e-10, 0.15406641744898533
471.200, 1781958770.281584, 29.5921, -3.0, -3.897144, 1.707537e-09, 2.617548e-10, 0.1532937792856026
471.300, 1781958771.406732, 29.5949, -3.0, -3.896962, 1.710358e-09, 2.60988e-10, 0.15259261511332714
471.400, 1781958772.559316, 29.5976, -3.0, -3.89678, 1.710178e-09, 2.605373e-10, 0.15234513600338678
471.500, 1781958773.63725, 29.6004, -3.0, -3.8966, 1.708967e-09, 2.593016e-10, 0.15173002170316924
471.600, 1781958774.695969, 29.6031, -3.0, -3.896417, 1.713009e-09, 2.596986e-10, 0.15160375689794975
471.700, 1781958775.755356, 29.6058, -3.0, -3.896237, 1.709706e-09, 2.580215e-10, 0.15091571299392995
471.800, 1781958776.776737, 29.6086, -3.0, -3.896057, 1.716498e-09, 2.58384e-10, 0.15052974136876363
471.900, 1781958777.915059, 29.6113, -3.0, -3.895875, 1.714369e-09, 2.584389e-10, 0.15074870112560365
472.000, 1781958779.047977, 29.614, -3.0, -3.895694, 1.715529e-09, 2.579109e-10, 0.1503389916463085
472.100, 1781958780.184574, 29.6168, -3.0, -3.895514, 1.715417e-09, 2.582171e-10, 0.15052730618852445
472.200, 1781958781.368952, 29.6195, -3.0, -3.895332, 1.717738e-09, 2.567889e-10, 0.14949247207664965
472.300, 1781958782.689834, 29.6223, -3.0, -3.895152, 1.721865e-09, 2.578081e-10, 0.14972608189376052
472.400, 1781958783.966882, 29.625, -3.0, -3.894971, 1.718949e-09, 2.55811e-10, 0.14881826046031615
472.500, 1781958785.150608, 29.6277, -3.0, -3.894791, 1.718813e-09, 2.550335e-10, 0.14837768855599764
472.600, 1781958786.464181, 29.6305, -3.0, -3.894611, 1.720885e-09, 2.534013e-10, 0.14725057165353875
472.700, 1781958787.718938, 29.6332, -3.0, -3.89443, 1.718802e-09, 2.524943e-10, 0.14690133011248532
472.800, 1781958788.968534, 29.6359, -3.0, -3.89425, 1.719928e-09, 2.526112e-10, 0.14687312492150834
472.900, 1781958790.173084, 29.6387, -3.0, -3.89407, 1.721774e-09, 2.52604e-10, 0.1467114731666293
473.000, 1781958791.409382, 29.6414, -3.0, -3.893889, 1.720979e-09, 2.511286e-10, 0.14592194326601313
473.100, 1781958792.460639, 29.6441, -3.0, -3.893709, 1.72102e-09, 2.506708e-10, 0.1456524619121219
473.200, 1781958793.58516, 29.6469, -3.0, -3.893529, 1.723494e-09, 2.505831e-10, 0.14539249919059768
473.300, 1781958794.725484, 29.6496, -3.0, -3.893349, 1.726274e-09, 2.50396e-10, 0.14504997468536282
473.400, 1781958795.941878, 29.6523, -3.0, -3.89317, 1.725763e-09, 2.50028e-10, 0.14487968510160434
473.500, 1781958796.978118, 29.6551, -3.0, -3.89299, 1.725782e-09, 2.491151e-10, 0.14434911246032234
473.600, 1781958798.16614, 29.6578, -3.0, -3.892809, 1.726223e-09, 2.495891e-10, 0.14458682337102446
473.700, 1781958799.398094, 29.6605, -3.0, -3.892631, 1.727115e-09, 2.480465e-10, 0.14361898310187798
473.800, 1781958800.533399, 29.6632, -3.0, -3.892451, 1.724455e-09, 2.482103e-10, 0.14393550426076646
